league,vis_team,home_team,inning,bat_team,batting_team,pitching_team,outs,balls,strikes,vis_score,home_score,batter,bat_hand,pitcher,pitch_hand,catcher,run_on_1st,run_on_2nd,run_on_3rd,is_leadoff,def_pos,lineup_pos,event_type,is_batter_event,is_at_bat,hit_value,is_sac_hit,is_sac_fly,outs_made,batted_ball_type,bat_dest,run_1st_dest,run_2nd_dest,run_3rd_dest,runs_on_play,is_new_game,is_game_end
AL,HOU,ANA,8,1,ANA,HOU,1,1,2,2,2,fletd002,R,presr001,R,maldm001,,,,F,4,1,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,HOU,ANA,8,1,ANA,HOU,2,0,0,2,2,ohtas001,L,presr001,R,maldm001,,,,F,10,2,20,T,T,1,F,F,0,L,1,0,0,0,0,F,F
AL,HOU,ANA,8,1,ANA,HOU,2,2,1,2,2,troum001,R,presr001,R,maldm001,ohtas001,,,F,8,3,2,T,T,0,F,F,1,G,0,1,0,0,0,F,F
AL,HOU,ANA,9,0,HOU,ANA,0,3,2,2,2,alvay001,L,igler001,R,stasm001,,,,T,10,4,20,T,T,1,F,F,0,L,1,0,0,0,0,F,F
AL,HOU,ANA,9,0,HOU,ANA,0,0,2,2,2,corrc001,R,igler001,R,stasm001,mccoc001,,,F,6,5,23,T,T,4,F,F,0,L,4,4,0,0,2,F,F
AL,HOU,ANA,9,0,HOU,ANA,0,0,2,4,2,tuckk001,L,igler001,R,stasm001,,,,F,9,6,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,HOU,ANA,9,0,HOU,ANA,1,2,2,4,2,diaza003,R,igler001,R,stasm001,,,,F,7,7,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,HOU,ANA,9,0,HOU,ANA,2,2,2,4,2,stram002,R,igler001,R,stasm001,,,,F,8,8,20,T,T,1,F,F,0,L,1,0,0,0,0,F,F
AL,HOU,ANA,9,0,HOU,ANA,2,1,2,4,2,maldm001,R,igler001,R,stasm001,stram002,,,F,2,9,3,T,T,0,F,F,1,,0,1,0,0,0,F,F
AL,HOU,ANA,9,1,ANA,HOU,0,0,2,4,2,pujoa001,R,presr001,R,maldm001,,,,T,3,4,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,HOU,ANA,9,1,ANA,HOU,1,2,2,4,2,walsj001,L,presr001,R,maldm001,,,,F,9,5,20,T,T,1,F,F,0,L,1,0,0,0,0,F,F
AL,HOU,ANA,9,1,ANA,HOU,1,0,0,4,2,uptoj001,R,presr001,R,maldm001,walsj001,,,F,7,6,2,T,T,0,F,F,2,G,0,0,0,0,0,F,T
AL,MIN,ANA,1,0,MIN,ANA,0,2,2,0,0,garvm001,R,heana001,L,suzuk001,,,,T,2,1,3,T,T,0,F,F,1,,0,0,0,0,0,T,F
AL,MIN,ANA,1,0,MIN,ANA,1,2,2,0,0,donaj001,R,heana001,L,suzuk001,,,,F,5,2,20,T,T,1,F,F,0,L,1,0,0,0,0,F,F
AL,MIN,ANA,1,0,MIN,ANA,1,1,1,0,0,cruzn002,R,heana001,L,suzuk001,donaj001,,,F,10,3,2,T,T,0,F,F,2,G,0,0,0,0,0,F,F
AL,MIN,ANA,1,1,ANA,MIN,0,0,2,0,0,fletd002,R,thorl002,L,garvm001,,,,T,4,1,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,MIN,ANA,1,1,ANA,MIN,1,1,2,0,0,ohtas001,L,thorl002,L,garvm001,,,,F,10,2,2,T,T,0,F,F,1,F,0,0,0,0,0,F,F
AL,MIN,ANA,1,1,ANA,MIN,2,0,2,0,0,troum001,R,thorl002,L,garvm001,,,,F,8,3,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,MIN,ANA,2,0,MIN,ANA,0,1,2,0,0,garlk001,R,heana001,L,suzuk001,,,,T,7,4,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,MIN,ANA,2,0,MIN,ANA,1,2,1,0,0,arral001,L,heana001,L,suzuk001,,,,F,4,5,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,MIN,ANA,2,0,MIN,ANA,2,3,2,0,0,sanom001,R,heana001,L,suzuk001,,,,F,3,6,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,MIN,ANA,2,1,ANA,MIN,0,3,1,0,0,uptoj001,R,thorl002,L,garvm001,,,,T,7,4,2,T,T,0,F,F,1,F,0,0,0,0,0,F,F
AL,MIN,ANA,2,1,ANA,MIN,1,2,2,0,0,walsj001,L,thorl002,L,garvm001,,,,F,9,5,2,T,T,0,F,F,1,P,0,0,0,0,0,F,F
AL,MIN,ANA,2,1,ANA,MIN,2,3,2,0,0,pujoa001,R,thorl002,L,garvm001,,,,F,3,6,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,MIN,ANA,3,0,MIN,ANA,0,3,2,0,0,polaj001,R,heana001,L,suzuk001,,,,T,6,7,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,MIN,ANA,3,0,MIN,ANA,1,0,2,0,0,keplm001,L,heana001,L,suzuk001,,,,F,9,8,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,MIN,ANA,3,0,MIN,ANA,2,2,2,0,0,cavej001,L,heana001,L,suzuk001,,,,F,8,9,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,MIN,ANA,3,1,ANA,MIN,0,0,0,0,0,iglej001,R,thorl002,L,garvm001,,,,T,6,7,20,T,T,1,F,F,0,G,1,0,0,0,0,F,F
AL,MIN,ANA,3,1,ANA,MIN,0,0,2,0,0,suzuk001,R,thorl002,L,garvm001,iglej001,,,F,2,8,2,T,T,0,F,F,2,G,0,0,0,0,0,F,F
AL,MIN,ANA,3,1,ANA,MIN,2,1,0,0,0,rengl001,R,thorl002,L,garvm001,,,,F,5,9,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,MIN,ANA,4,0,MIN,ANA,0,3,1,0,0,garvm001,R,heana001,L,suzuk001,,,,T,2,1,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,MIN,ANA,4,0,MIN,ANA,0,1,1,0,0,donaj001,R,heana001,L,suzuk001,garvm001,,,F,5,2,2,T,T,0,F,F,2,G,0,0,0,0,0,F,F
AL,MIN,ANA,4,0,MIN,ANA,2,0,1,0,0,cruzn002,R,heana001,L,suzuk001,,,,F,10,3,2,T,T,0,F,F,1,L,0,0,0,0,0,F,F
AL,MIN,ANA,4,1,ANA,MIN,0,0,2,0,0,fletd002,R,thorl002,L,garvm001,,,,T,4,1,2,T,T,0,F,F,1,P,0,0,0,0,0,F,F
AL,MIN,ANA,4,1,ANA,MIN,1,1,2,0,0,ohtas001,L,thorl002,L,garvm001,,,,F,10,2,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,MIN,ANA,4,1,ANA,MIN,2,3,2,0,0,troum001,R,thorl002,L,garvm001,,,,F,8,3,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,MIN,ANA,4,1,ANA,MIN,2,1,2,0,0,uptoj001,R,thorl002,L,garvm001,troum001,,,F,7,4,21,T,T,2,F,F,0,G,2,3,0,0,0,F,F
AL,MIN,ANA,4,1,ANA,MIN,2,1,1,0,0,walsj001,L,thorl002,L,garvm001,,uptoj001,troum001,F,9,5,20,T,T,1,F,F,0,G,1,0,4,4,2,F,F
AL,MIN,ANA,4,1,ANA,MIN,2,0,2,0,2,pujoa001,R,thorl002,L,garvm001,walsj001,,,F,3,6,2,T,T,0,F,F,1,G,1,0,0,0,0,F,F
AL,MIN,ANA,5,0,MIN,ANA,0,0,0,0,2,garlk001,R,heana001,L,suzuk001,,,,T,7,4,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,MIN,ANA,5,0,MIN,ANA,1,3,1,0,2,arral001,L,heana001,L,suzuk001,,,,F,4,5,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,MIN,ANA,5,0,MIN,ANA,1,1,1,0,2,sanom001,R,heana001,L,suzuk001,arral001,,,F,3,6,2,T,T,0,F,F,2,G,0,0,0,0,0,F,F
AL,MIN,ANA,5,1,ANA,MIN,0,0,2,0,2,iglej001,R,dobnr001,R,garvm001,,,,T,6,7,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,MIN,ANA,5,1,ANA,MIN,1,1,2,0,2,suzuk001,R,dobnr001,R,garvm001,,,,F,2,8,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,MIN,ANA,5,1,ANA,MIN,2,3,2,0,2,rengl001,L,dobnr001,R,garvm001,,,,F,5,9,2,T,T,0,F,F,1,F,0,0,0,0,0,F,F
AL,MIN,ANA,6,0,MIN,ANA,0,0,1,0,2,polaj001,R,heana001,L,suzuk001,,,,T,6,7,20,T,T,1,F,F,0,L,2,0,0,0,0,F,F
AL,MIN,ANA,6,0,MIN,ANA,0,3,2,0,2,keplm001,L,heana001,L,suzuk001,,polaj001,,F,9,8,14,T,F,0,F,F,0,,1,0,2,0,0,F,F
AL,MIN,ANA,6,0,MIN,ANA,0,3,2,0,2,cavej001,L,heana001,L,suzuk001,keplm001,polaj001,,F,8,9,3,T,T,0,F,F,1,,0,1,2,0,0,F,F
AL,MIN,ANA,6,0,MIN,ANA,1,0,2,0,2,garvm001,R,slega001,R,suzuk001,keplm001,polaj001,,F,2,1,21,T,T,2,F,F,0,G,2,4,4,0,2,F,F
AL,MIN,ANA,6,0,MIN,ANA,1,1,1,2,2,donaj001,R,slega001,R,suzuk001,,garvm001,,F,5,2,20,T,T,1,F,F,0,G,1,0,4,0,1,F,F
AL,MIN,ANA,6,0,MIN,ANA,1,0,0,3,2,cruzn002,R,slega001,R,suzuk001,donaj001,,,F,10,3,20,T,T,1,F,F,0,G,1,2,0,0,0,F,F
AL,MIN,ANA,6,0,MIN,ANA,1,0,0,3,2,garlk001,R,slega001,R,suzuk001,cruzn002,donaj001,,F,7,4,2,T,T,0,F,F,2,G,0,0,2,0,0,F,F
AL,MIN,ANA,6,1,ANA,MIN,0,2,1,3,2,fletd002,R,dobnr001,R,garvm001,,,,T,4,1,20,T,T,1,F,F,0,F,1,0,0,0,0,F,F
AL,MIN,ANA,6,1,ANA,MIN,0,0,1,3,2,ohtas001,L,dobnr001,R,garvm001,fletd002,,,F,10,2,20,T,T,1,F,F,0,L,2,3,0,0,0,F,F
AL,MIN,ANA,6,1,ANA,MIN,0,1,1,3,2,troum001,R,dobnr001,R,garvm001,,ohtas001,fletd002,F,8,3,20,T,T,1,F,F,0,G,1,0,4,4,2,F,F
AL,MIN,ANA,6,1,ANA,MIN,0,2,2,3,4,uptoj001,R,dobnr001,R,garvm001,troum001,,,F,7,4,3,T,T,0,F,F,1,,0,1,0,0,0,F,F
AL,MIN,ANA,6,1,ANA,MIN,1,0,2,3,4,walsj001,L,dobnr001,R,garvm001,troum001,,,F,9,5,2,T,T,0,F,F,1,P,0,1,0,0,0,F,F
AL,MIN,ANA,6,1,ANA,MIN,2,0,0,3,4,pujoa001,R,dobnr001,R,garvm001,troum001,,,F,3,6,2,T,T,0,F,F,1,G,0,1,0,0,0,F,F
AL,MIN,ANA,7,0,MIN,ANA,0,1,2,3,4,arral001,L,mayem001,R,suzuk001,,,,T,4,5,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,MIN,ANA,7,0,MIN,ANA,1,2,2,3,4,sanom001,R,mayem001,R,suzuk001,,,,F,3,6,20,T,T,1,F,F,0,F,1,0,0,0,0,F,F
AL,MIN,ANA,7,0,MIN,ANA,1,3,1,3,4,polaj001,L,mayem001,R,suzuk001,sanom001,,,F,6,7,2,T,T,0,F,F,1,F,0,1,0,0,0,F,F
AL,MIN,ANA,7,0,MIN,ANA,2,0,1,3,4,keplm001,L,mayem001,R,suzuk001,sanom001,,,F,9,8,20,T,T,1,F,F,0,G,1,2,0,0,0,F,F
AL,MIN,ANA,7,0,MIN,ANA,2,1,1,3,4,cavej001,L,mayem001,R,suzuk001,keplm001,sanom001,,F,8,9,2,T,T,0,F,F,1,G,0,1,2,0,0,F,F
AL,MIN,ANA,7,1,ANA,MIN,0,1,1,3,4,iglej001,R,dobnr001,R,garvm001,,,,T,6,7,20,T,T,1,F,F,0,G,1,0,0,0,0,F,F
AL,MIN,ANA,7,1,ANA,MIN,0,1,2,3,4,suzuk001,R,dobnr001,R,garvm001,iglej001,,,F,2,8,3,T,T,0,F,F,1,,0,1,0,0,0,F,F
AL,MIN,ANA,7,1,ANA,MIN,1,1,2,3,4,rengl001,L,dobnr001,R,garvm001,iglej001,,,F,5,9,20,T,T,1,F,F,0,G,1,3,0,0,0,F,F
AL,MIN,ANA,7,1,ANA,MIN,1,1,0,3,4,fletd002,R,dobnr001,R,garvm001,rengl001,,iglej001,F,4,1,20,T,T,1,F,F,0,L,1,3,0,4,1,F,F
AL,MIN,ANA,7,1,ANA,MIN,1,2,2,3,5,ohtas001,L,thiec001,L,garvm001,fletd002,,rengl001,F,10,2,3,T,T,0,F,F,1,,0,1,0,3,0,F,F
AL,MIN,ANA,7,1,ANA,MIN,2,1,2,3,5,troum001,R,thiec001,L,garvm001,fletd002,,rengl001,F,8,3,9,F,F,0,F,F,0,,0,2,0,3,0,F,F
AL,MIN,ANA,7,1,ANA,MIN,2,3,2,3,5,troum001,R,thiec001,L,garvm001,,fletd002,rengl001,F,8,3,15,T,F,0,F,F,0,,1,0,2,3,0,F,F
AL,MIN,ANA,7,1,ANA,MIN,2,1,1,3,5,uptoj001,R,thiec001,L,garvm001,troum001,fletd002,rengl001,F,7,4,23,T,T,4,F,F,0,F,4,4,4,4,4,F,F
AL,MIN,ANA,7,1,ANA,MIN,2,2,2,3,9,walsj001,L,thiec001,L,garvm001,,,,F,9,5,23,T,T,4,F,F,0,F,4,0,0,0,1,F,F
AL,MIN,ANA,7,1,ANA,MIN,2,3,2,3,10,pujoa001,R,thiec001,L,garvm001,,,,F,3,6,20,T,T,1,F,F,0,G,1,0,0,0,0,F,F
AL,MIN,ANA,7,1,ANA,MIN,2,0,1,3,10,iglej001,R,alcaj001,R,garvm001,pujoa001,,,F,6,7,2,T,T,0,F,F,1,L,0,1,0,0,0,F,F
AL,MIN,ANA,8,0,MIN,ANA,0,2,2,3,10,garvm001,R,cishs001,R,suzuk001,,,,T,2,1,20,T,T,1,F,F,0,L,1,0,0,0,0,F,F
AL,MIN,ANA,8,0,MIN,ANA,0,0,1,3,10,donaj001,R,cishs001,R,suzuk001,garvm001,,,F,5,2,2,T,T,0,F,F,1,F,0,1,0,0,0,F,F
AL,MIN,ANA,8,0,MIN,ANA,1,1,2,3,10,cruzn002,R,cishs001,R,suzuk001,garvm001,,,F,10,3,3,T,T,0,F,F,1,,0,1,0,0,0,F,F
AL,MIN,ANA,8,0,MIN,ANA,2,0,0,3,10,garlk001,R,cishs001,R,suzuk001,garvm001,,,F,7,4,2,T,T,0,F,F,1,P,0,1,0,0,0,F,F
AL,MIN,ANA,8,1,ANA,MIN,0,1,0,3,10,suzuk001,R,astuw001,R,garvm001,,,,T,2,8,2,T,T,0,F,F,1,L,0,0,0,0,0,F,F
AL,MIN,ANA,8,1,ANA,MIN,1,1,2,3,10,rengl001,L,astuw001,R,garvm001,,,,F,5,9,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,MIN,ANA,8,1,ANA,MIN,2,0,0,3,10,fletd002,R,astuw001,R,garvm001,,,,F,4,1,2,T,T,0,F,F,1,L,0,0,0,0,0,F,F
AL,MIN,ANA,9,0,MIN,ANA,0,0,2,3,10,arral001,L,claua001,L,suzuk001,,,,T,4,5,2,T,T,0,F,F,1,L,0,0,0,0,0,F,F
AL,MIN,ANA,9,0,MIN,ANA,1,3,2,3,10,sanom001,R,claua001,L,suzuk001,,,,F,3,6,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,MIN,ANA,9,0,MIN,ANA,1,2,2,3,10,riddj001,L,claua001,L,suzuk001,sanom001,,,F,6,7,20,T,T,1,F,F,0,L,1,2,0,0,0,F,F
AL,MIN,ANA,9,0,MIN,ANA,1,1,0,3,10,keplm001,L,claua001,L,suzuk001,riddj001,sanom001,,F,9,8,20,T,T,1,F,F,0,L,1,2,3,0,0,F,F
AL,MIN,ANA,9,0,MIN,ANA,1,0,2,3,10,cavej001,L,claua001,L,suzuk001,keplm001,riddj001,sanom001,F,8,9,3,T,T,0,F,F,1,,0,1,2,3,0,F,F
AL,MIN,ANA,9,0,MIN,ANA,2,2,2,3,10,garvm001,R,claua001,L,suzuk001,keplm001,riddj001,sanom001,F,2,1,3,T,T,0,F,F,1,,0,1,2,3,0,F,T
AL,TEX,ANA,1,0,TEX,ANA,0,1,1,0,0,kinei001,R,bundd001,R,suzuk001,,,,T,6,1,2,T,T,0,F,F,1,P,0,0,0,0,0,T,F
AL,TEX,ANA,1,0,TEX,ANA,1,0,0,0,0,dahld001,L,bundd001,R,suzuk001,,,,F,7,2,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,1,0,TEX,ANA,2,0,2,0,0,gallj002,L,bundd001,R,suzuk001,,,,F,9,3,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,1,1,ANA,TEX,0,3,2,0,0,fletd002,R,arihk001,R,trevj001,,,,T,4,1,20,T,T,1,F,F,0,L,1,0,0,0,0,F,F
AL,TEX,ANA,1,1,ANA,TEX,0,2,1,0,0,ohtas001,L,arihk001,R,trevj001,fletd002,,,F,10,2,2,T,T,0,F,F,2,G,0,0,0,0,0,F,F
AL,TEX,ANA,1,1,ANA,TEX,2,3,2,0,0,troum001,R,arihk001,R,trevj001,,,,F,8,3,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,2,0,TEX,ANA,0,2,1,0,0,lowen001,L,bundd001,R,suzuk001,,,,T,3,4,21,T,T,2,F,F,0,L,2,0,0,0,0,F,F
AL,TEX,ANA,2,0,TEX,ANA,0,1,1,0,0,solan001,R,bundd001,R,suzuk001,,lowen001,,F,4,5,2,T,T,0,F,F,1,G,0,0,2,0,0,F,F
AL,TEX,ANA,2,0,TEX,ANA,1,2,1,0,0,calhw001,L,bundd001,R,suzuk001,,lowen001,,F,10,6,2,T,T,0,F,F,1,P,0,0,3,0,0,F,F
AL,TEX,ANA,2,0,TEX,ANA,2,0,1,0,0,trevj001,R,bundd001,R,suzuk001,,,lowen001,F,2,7,2,T,T,0,F,F,1,G,0,0,0,3,0,F,F
AL,TEX,ANA,2,1,ANA,TEX,0,0,1,0,0,uptoj001,R,arihk001,R,trevj001,,,,T,7,4,2,T,T,0,F,F,1,L,0,0,0,0,0,F,F
AL,TEX,ANA,2,1,ANA,TEX,1,3,1,0,0,walsj001,L,arihk001,R,trevj001,,,,F,9,5,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TEX,ANA,2,1,ANA,TEX,1,0,1,0,0,pujoa001,R,arihk001,R,trevj001,walsj001,,,F,3,6,2,T,T,0,F,F,2,G,0,0,0,0,0,F,F
AL,TEX,ANA,3,0,TEX,ANA,0,2,1,0,0,garca005,R,bundd001,R,suzuk001,,,,T,8,8,23,T,T,4,F,F,0,F,4,0,0,0,1,F,F
AL,TEX,ANA,3,0,TEX,ANA,0,0,2,1,0,holtb002,L,bundd001,R,suzuk001,,,,F,5,9,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,3,0,TEX,ANA,1,0,2,1,0,kinei001,R,bundd001,R,suzuk001,,,,F,6,1,2,T,T,0,F,F,1,L,0,0,0,0,0,F,F
AL,TEX,ANA,3,0,TEX,ANA,2,0,1,1,0,dahld001,L,bundd001,R,suzuk001,,,,F,7,2,20,T,T,1,F,F,0,G,1,0,0,0,0,F,F
AL,TEX,ANA,3,0,TEX,ANA,2,3,2,1,0,gallj002,L,bundd001,R,suzuk001,dahld001,,,F,9,3,3,T,T,0,F,F,1,,0,1,0,0,0,F,F
AL,TEX,ANA,3,1,ANA,TEX,0,1,2,1,0,iglej001,R,arihk001,R,trevj001,,,,T,6,7,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,3,1,ANA,TEX,1,0,1,1,0,suzuk001,R,arihk001,R,trevj001,,,,F,2,8,2,T,T,0,F,F,1,L,0,0,0,0,0,F,F
AL,TEX,ANA,3,1,ANA,TEX,2,3,2,1,0,rengl001,L,arihk001,R,trevj001,,,,F,5,9,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,4,0,TEX,ANA,0,0,1,1,0,lowen001,L,bundd001,R,suzuk001,,,,T,3,4,2,T,T,0,F,F,1,L,0,0,0,0,0,F,F
AL,TEX,ANA,4,0,TEX,ANA,1,2,2,1,0,solan001,R,bundd001,R,suzuk001,,,,F,4,5,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,4,0,TEX,ANA,2,1,2,1,0,calhw001,L,bundd001,R,suzuk001,,,,F,10,6,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,4,1,ANA,TEX,0,3,2,1,0,fletd002,R,arihk001,R,trevj001,,,,T,4,1,2,T,T,0,F,F,1,L,0,0,0,0,0,F,F
AL,TEX,ANA,4,1,ANA,TEX,1,2,1,1,0,ohtas001,L,arihk001,R,trevj001,,,,F,10,2,2,T,T,0,F,F,1,F,0,0,0,0,0,F,F
AL,TEX,ANA,4,1,ANA,TEX,2,2,2,1,0,troum001,R,arihk001,R,trevj001,,,,F,8,3,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,5,0,TEX,ANA,0,0,0,1,0,trevj001,R,bundd001,R,suzuk001,,,,T,2,7,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,5,0,TEX,ANA,1,0,2,1,0,garca005,R,bundd001,R,suzuk001,,,,F,8,8,21,T,T,2,F,F,0,L,2,0,0,0,0,F,F
AL,TEX,ANA,5,0,TEX,ANA,1,3,0,1,0,holtb002,L,bundd001,R,suzuk001,,garca005,,F,5,9,14,T,F,0,F,F,0,,1,0,2,0,0,F,F
AL,TEX,ANA,5,0,TEX,ANA,1,1,2,1,0,kinei001,R,bundd001,R,suzuk001,holtb002,garca005,,F,6,1,2,T,T,0,F,F,1,G,0,2,3,0,0,F,F
AL,TEX,ANA,5,0,TEX,ANA,2,1,2,1,0,dahld001,L,bundd001,R,suzuk001,,holtb002,garca005,F,7,2,3,T,T,0,F,F,1,,0,0,2,3,0,F,F
AL,TEX,ANA,5,1,ANA,TEX,0,0,2,1,0,uptoj001,R,arihk001,R,trevj001,,,,T,7,4,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,5,1,ANA,TEX,1,0,0,1,0,walsj001,L,arihk001,R,trevj001,,,,F,9,5,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,5,1,ANA,TEX,2,1,1,1,0,pujoa001,R,arihk001,R,trevj001,,,,F,3,6,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,6,0,TEX,ANA,0,3,1,1,0,gallj002,L,bundd001,R,suzuk001,,,,T,9,3,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TEX,ANA,6,0,TEX,ANA,0,0,0,1,0,lowen001,L,bundd001,R,suzuk001,gallj002,,,F,3,4,20,T,T,1,F,F,0,L,1,2,0,0,0,F,F
AL,TEX,ANA,6,0,TEX,ANA,0,0,1,1,0,solan001,R,bundd001,R,suzuk001,lowen001,gallj002,,F,4,5,20,T,T,1,F,F,0,G,1,2,4,0,1,F,F
AL,TEX,ANA,6,0,TEX,ANA,0,0,2,2,0,calhw001,L,bundd001,R,suzuk001,solan001,lowen001,,F,10,6,20,T,T,1,F,F,0,L,2,3,4,0,1,F,F
AL,TEX,ANA,6,0,TEX,ANA,0,1,0,3,0,trevj001,R,cishs001,R,suzuk001,,calhw001,solan001,F,2,7,2,T,F,0,F,T,1,F,0,0,3,4,1,F,F
AL,TEX,ANA,6,0,TEX,ANA,1,2,0,4,0,garca005,R,cishs001,R,suzuk001,,,calhw001,F,8,8,18,T,T,0,F,F,0,G,1,0,0,4,1,F,F
AL,TEX,ANA,6,0,TEX,ANA,1,0,0,5,0,holtb002,L,cishs001,R,suzuk001,garca005,,,F,5,9,9,F,F,0,F,F,0,,0,2,0,0,0,F,F
AL,TEX,ANA,6,0,TEX,ANA,1,2,1,5,0,holtb002,L,cishs001,R,suzuk001,,garca005,,F,5,9,20,T,T,1,F,F,0,L,1,0,5,0,1,F,F
AL,TEX,ANA,6,0,TEX,ANA,1,1,2,6,0,kinei001,R,cishs001,R,suzuk001,holtb002,,,F,6,1,3,T,T,0,F,F,1,,0,1,0,0,0,F,F
AL,TEX,ANA,6,0,TEX,ANA,2,1,2,6,0,dahld001,L,claua001,L,suzuk001,holtb002,,,F,7,2,3,T,T,0,F,F,1,,0,1,0,0,0,F,F
AL,TEX,ANA,6,1,ANA,TEX,0,2,2,6,0,iglej001,R,arihk001,R,trevj001,,,,T,6,7,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,6,1,ANA,TEX,1,0,0,6,0,suzuk001,R,arihk001,R,trevj001,,,,F,2,8,2,T,T,0,F,F,1,F,0,0,0,0,0,F,F
AL,TEX,ANA,6,1,ANA,TEX,2,3,0,6,0,rengl001,L,arihk001,R,trevj001,,,,F,5,9,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TEX,ANA,6,1,ANA,TEX,2,0,1,6,0,fletd002,R,arihk001,R,trevj001,rengl001,,,F,4,1,20,T,T,1,F,F,0,G,1,2,0,0,0,F,F
AL,TEX,ANA,6,1,ANA,TEX,2,2,2,6,0,ohtas001,L,martb002,L,trevj001,fletd002,rengl001,,F,10,2,3,T,T,0,F,F,1,,0,1,2,0,0,F,F
AL,TEX,ANA,7,0,TEX,ANA,0,1,1,6,0,gallj002,L,claua001,L,suzuk001,,,,T,9,3,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,7,0,TEX,ANA,1,2,2,6,0,lowen001,L,claua001,L,suzuk001,,,,F,3,4,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,7,0,TEX,ANA,2,1,1,6,0,solan001,R,claua001,L,suzuk001,,,,F,4,5,18,T,T,0,F,F,0,G,1,0,0,0,0,F,F
AL,TEX,ANA,7,0,TEX,ANA,2,0,2,6,0,calhw001,L,claua001,L,suzuk001,solan001,,,F,10,6,12,F,F,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,7,1,ANA,TEX,0,0,2,6,0,troum001,R,martb002,L,trevj001,,,,T,8,3,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,7,1,ANA,TEX,1,1,2,6,0,uptoj001,R,martb002,L,trevj001,,,,F,7,4,23,T,T,4,F,F,0,F,4,0,0,0,1,F,F
AL,TEX,ANA,7,1,ANA,TEX,1,1,2,6,1,walsj001,L,martb002,L,trevj001,,,,F,9,5,21,T,T,2,F,F,0,L,2,0,0,0,0,F,F
AL,TEX,ANA,7,1,ANA,TEX,1,2,1,6,1,pujoa001,R,codyk001,R,trevj001,,walsj001,,F,3,6,20,T,T,1,F,F,0,L,1,0,4,0,1,F,F
AL,TEX,ANA,7,1,ANA,TEX,1,0,1,6,2,iglej001,R,codyk001,R,trevj001,pujoa001,,,F,6,7,20,T,T,1,F,F,0,L,1,2,0,0,0,F,F
AL,TEX,ANA,7,1,ANA,TEX,1,1,1,6,2,suzuk001,R,codyk001,R,trevj001,iglej001,pujoa001,,F,2,8,4,F,F,0,F,F,0,,0,2,3,0,0,F,F
