league,vis_team,home_team,inning,bat_team,batting_team,pitching_team,outs,balls,strikes,vis_score,home_score,batter,bat_hand,pitcher,pitch_hand,catcher,run_on_1st,run_on_2nd,run_on_3rd,is_leadoff,def_pos,lineup_pos,event_type,is_batter_event,is_at_bat,hit_value,is_sac_hit,is_sac_fly,outs_made,batted_ball_type,bat_dest,run_1st_dest,run_2nd_dest,run_3rd_dest,runs_on_play,is_new_game,is_game_end
AL,TBA,ANA,6,0,TBA,ANA,0,2,2,2,0,wendj002,L,cishs001,R,stasm001,diazy001,,,F,5,6,20,T,T,1,F,F,0,G,1,2,0,0,0,F,F
AL,TBA,ANA,6,0,TBA,ANA,0,2,2,2,0,tsuty001,L,cishs001,R,stasm001,wendj002,diazy001,,F,11,7,3,T,T,0,F,F,1,,0,1,2,0,0,F,F
AL,TBA,ANA,6,0,TBA,ANA,1,1,1,2,0,kierk001,L,claua001,L,stasm001,wendj002,diazy001,,F,8,8,10,F,F,0,F,F,0,,0,2,3,0,0,F,F
AL,TBA,ANA,6,0,TBA,ANA,1,3,2,2,0,kierk001,L,claua001,L,stasm001,,wendj002,diazy001,F,8,8,21,T,T,2,F,F,0,G,2,0,5,4,2,F,F
AL,TBA,ANA,6,0,TBA,ANA,1,2,2,4,0,adamw002,R,claua001,L,stasm001,,kierk001,,F,6,9,3,T,T,0,F,F,1,,0,0,2,0,0,F,F
AL,TBA,ANA,6,0,TBA,ANA,2,2,2,4,0,arozr001,R,claua001,L,stasm001,,kierk001,,F,7,1,3,T,T,0,F,F,1,,0,0,2,0,0,F,F
AL,TBA,ANA,6,1,ANA,TBA,0,2,2,4,0,ohtas001,L,patil001,R,mejif001,,,,T,10,2,2,T,T,0,F,F,1,F,0,0,0,0,0,F,F
AL,TBA,ANA,6,1,ANA,TBA,1,2,2,4,0,troum001,R,patil001,R,mejif001,,,,F,8,3,23,T,T,4,F,F,0,F,4,0,0,0,1,F,F
AL,TBA,ANA,6,1,ANA,TBA,1,3,2,4,1,walsj001,L,patil001,R,mejif001,,,,F,9,4,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,6,1,ANA,TBA,2,2,2,4,1,iglej001,R,patil001,R,mejif001,,,,F,6,5,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,7,0,TBA,ANA,0,1,2,4,1,meada001,L,roweb001,R,stasm001,,,,T,10,2,23,T,T,4,F,F,0,F,4,0,0,0,1,F,F
AL,TBA,ANA,7,0,TBA,ANA,0,3,2,5,1,margm001,R,roweb001,R,stasm001,,,,F,9,3,2,T,T,0,F,F,1,F,0,0,0,0,0,F,F
AL,TBA,ANA,7,0,TBA,ANA,1,3,2,5,1,loweb001,L,roweb001,R,stasm001,,,,F,4,4,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,7,0,TBA,ANA,2,1,1,5,1,diazy001,R,roweb001,R,stasm001,,,,F,3,5,20,T,T,1,F,F,0,G,2,0,0,0,0,F,F
AL,TBA,ANA,7,0,TBA,ANA,2,3,2,5,1,wendj002,L,roweb001,R,stasm001,,diazy001,,F,5,6,2,T,T,0,F,F,1,F,0,0,2,0,0,F,F
AL,TBA,ANA,7,1,ANA,TBA,0,1,2,5,1,rojaj002,L,patil001,R,mejif001,,,,T,7,6,2,T,T,0,F,F,1,F,0,0,0,0,0,F,F
AL,TBA,ANA,7,1,ANA,TBA,1,2,1,5,1,pujoa001,R,patil001,R,mejif001,,,,F,3,7,20,T,T,1,F,F,0,G,1,0,0,0,0,F,F
AL,TBA,ANA,7,1,ANA,TBA,1,3,2,5,1,gossp001,R,patil001,R,mejif001,pujoa001,,,F,5,8,3,T,T,0,F,F,1,,0,1,0,0,0,F,F
AL,TBA,ANA,7,1,ANA,TBA,2,3,2,5,1,stasm001,R,patil001,R,mejif001,pujoa001,,,F,2,9,3,T,T,0,F,F,1,,0,1,0,0,0,F,F
AL,TBA,ANA,8,0,TBA,ANA,0,0,2,5,1,mejif001,L,roweb001,R,stasm001,,,,T,2,7,20,T,T,1,F,F,0,G,1,0,0,0,0,F,F
AL,TBA,ANA,8,0,TBA,ANA,0,2,1,5,1,kierk001,L,roweb001,R,stasm001,mejif001,,,F,8,8,2,T,T,0,F,F,1,G,1,0,0,0,0,F,F
AL,TBA,ANA,8,0,TBA,ANA,1,0,2,5,1,adamw002,R,roweb001,R,stasm001,kierk001,,,F,6,9,3,T,T,0,F,F,1,,0,1,0,0,0,F,F
AL,TBA,ANA,8,0,TBA,ANA,2,0,2,5,1,arozr001,R,roweb001,R,stasm001,kierk001,,,F,7,1,16,T,F,0,F,F,0,,1,2,0,0,0,F,F
AL,TBA,ANA,8,0,TBA,ANA,2,2,0,5,1,meada001,L,roweb001,R,stasm001,arozr001,kierk001,,F,10,2,23,T,T,4,F,F,0,F,4,4,4,0,3,F,F
AL,TBA,ANA,8,0,TBA,ANA,2,1,0,8,1,margm001,R,roweb001,R,stasm001,,,,F,9,3,2,T,T,0,F,F,1,F,0,0,0,0,0,F,F
AL,TBA,ANA,8,1,ANA,TBA,0,1,2,8,1,fletd002,R,reedc002,L,mejif001,,,,T,4,1,20,T,T,1,F,F,0,L,1,0,0,0,0,F,F
AL,TBA,ANA,8,1,ANA,TBA,0,3,1,8,1,ohtas001,L,reedc002,L,mejif001,fletd002,,,F,10,2,14,T,F,0,F,F,0,,1,2,0,0,0,F,F
AL,TBA,ANA,8,1,ANA,TBA,0,0,2,8,1,troum001,R,reedc002,L,mejif001,ohtas001,fletd002,,F,8,3,3,T,T,0,F,F,1,,0,1,2,0,0,F,F
AL,TBA,ANA,8,1,ANA,TBA,1,0,1,8,1,walsj001,L,reedc002,L,mejif001,ohtas001,fletd002,,F,9,4,2,T,T,0,F,F,1,G,0,2,3,0,0,F,F
AL,TBA,ANA,8,1,ANA,TBA,2,0,1,8,1,iglej001,R,reedc002,L,mejif001,,ohtas001,fletd002,F,6,5,20,T,T,1,F,F,1,G,0,0,4,4,2,F,F
AL,TBA,ANA,9,0,TBA,ANA,0,2,1,8,3,loweb001,L,hoytj001,R,suzuk001,,,,T,4,4,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TBA,ANA,9,0,TBA,ANA,1,0,1,8,3,diazy001,R,hoytj001,R,suzuk001,,,,F,3,5,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TBA,ANA,9,0,TBA,ANA,2,3,2,8,3,wendj002,L,hoytj001,R,suzuk001,,,,F,5,6,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TBA,ANA,9,0,TBA,ANA,2,0,0,8,3,mejif001,L,hoytj001,R,suzuk001,wendj002,,,F,2,7,20,T,T,1,F,F,0,G,1,3,0,0,0,F,F
AL,TBA,ANA,9,0,TBA,ANA,2,1,2,8,3,philb002,L,hoytj001,R,suzuk001,mejif001,,wendj002,F,8,8,2,T,T,0,F,F,1,G,0,1,0,3,0,F,F
AL,TBA,ANA,9,1,ANA,TBA,0,1,1,8,3,rojaj002,L,strih001,R,mejif001,,,,T,7,6,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TBA,ANA,9,1,ANA,TBA,1,1,0,8,3,pujoa001,R,strih001,R,mejif001,,,,F,3,7,2,T,T,0,F,F,1,P,0,0,0,0,0,F,F
AL,TBA,ANA,9,1,ANA,TBA,2,1,2,8,3,gossp001,R,strih001,R,mejif001,,,,F,5,8,3,T,T,0,F,F,1,,0,0,0,0,0,F,T
AL,TBA,ANA,1,0,TBA,ANA,0,3,0,0,0,loweb001,L,ohtas001,R,suzuk001,,,,T,4,1,14,T,F,0,F,F,0,,1,0,0,0,0,T,F
AL,TBA,ANA,1,0,TBA,ANA,0,2,2,0,0,meada001,L,ohtas001,R,suzuk001,loweb001,,,F,7,2,2,T,T,0,F,F,1,F,0,1,0,0,0,F,F
AL,TBA,ANA,1,0,TBA,ANA,1,1,2,0,0,diazy001,R,ohtas001,R,suzuk001,loweb001,,,F,10,3,2,T,T,0,F,F,1,G,1,0,0,0,0,F,F
AL,TBA,ANA,1,0,TBA,ANA,2,3,0,0,0,wendj002,L,ohtas001,R,suzuk001,diazy001,,,F,5,4,14,T,F,0,F,F,0,,1,2,0,0,0,F,F
AL,TBA,ANA,1,0,TBA,ANA,2,1,2,0,0,kierk001,L,ohtas001,R,suzuk001,wendj002,diazy001,,F,8,5,3,T,T,0,F,F,1,,0,1,2,0,0,F,F
AL,TBA,ANA,1,1,ANA,TBA,0,0,1,0,0,fletd002,R,kitta001,R,mejif001,,,,T,4,1,2,T,T,0,F,F,1,F,0,0,0,0,0,F,F
AL,TBA,ANA,1,1,ANA,TBA,1,0,0,0,0,wardt002,R,kitta001,R,mejif001,,,,F,9,2,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TBA,ANA,1,1,ANA,TBA,2,1,0,0,0,troum001,R,kitta001,R,mejif001,,,,F,8,3,2,T,T,0,F,F,1,L,0,0,0,0,0,F,F
AL,TBA,ANA,2,0,TBA,ANA,0,2,0,0,0,mejif001,L,ohtas001,R,suzuk001,,,,T,2,6,2,T,T,0,F,F,1,P,0,0,0,0,0,F,F
AL,TBA,ANA,2,0,TBA,ANA,1,0,0,0,0,tsuty001,L,ohtas001,R,suzuk001,,,,F,3,7,2,T,T,0,F,F,1,F,0,0,0,0,0,F,F
AL,TBA,ANA,2,0,TBA,ANA,2,0,1,0,0,philb002,L,ohtas001,R,suzuk001,,,,F,9,8,20,T,T,1,F,F,0,G,1,0,0,0,0,F,F
AL,TBA,ANA,2,0,TBA,ANA,2,2,2,0,0,adamw002,R,ohtas001,R,suzuk001,philb002,,,F,6,9,3,T,T,0,F,F,1,,0,1,0,0,0,F,F
AL,TBA,ANA,2,1,ANA,TBA,0,0,0,0,0,walsj001,L,kitta001,R,mejif001,,,,T,3,4,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TBA,ANA,2,1,ANA,TBA,1,0,2,0,0,iglej001,R,kitta001,R,mejif001,,,,F,6,5,20,T,T,1,F,F,0,G,1,0,0,0,0,F,F
AL,TBA,ANA,2,1,ANA,TBA,1,1,0,0,0,gossp001,R,kitta001,R,mejif001,iglej001,,,F,10,6,8,F,F,0,F,F,0,,0,2,0,0,0,F,F
AL,TBA,ANA,2,1,ANA,TBA,1,3,2,0,0,gossp001,R,kitta001,R,mejif001,,iglej001,,F,10,6,3,T,T,0,F,F,1,,0,0,2,0,0,F,F
AL,TBA,ANA,2,1,ANA,TBA,2,3,1,0,0,lagaj001,R,kitta001,R,mejif001,,iglej001,,F,7,7,14,T,F,0,F,F,0,,1,0,2,0,0,F,F
AL,TBA,ANA,2,1,ANA,TBA,2,3,2,0,0,suzuk001,R,kitta001,R,mejif001,lagaj001,iglej001,,F,2,8,2,T,T,0,F,F,1,G,0,1,2,0,0,F,F
AL,TBA,ANA,3,0,TBA,ANA,0,0,2,0,0,loweb001,L,ohtas001,R,suzuk001,,,,T,4,1,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,3,0,TBA,ANA,1,0,0,0,0,meada001,L,ohtas001,R,suzuk001,,,,F,7,2,2,T,T,0,F,F,1,L,0,0,0,0,0,F,F
AL,TBA,ANA,3,0,TBA,ANA,2,3,2,0,0,diazy001,R,ohtas001,R,suzuk001,,,,F,10,3,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TBA,ANA,3,0,TBA,ANA,2,0,2,0,0,wendj002,L,ohtas001,R,suzuk001,diazy001,,,F,5,4,2,T,T,0,F,F,1,G,0,1,0,0,0,F,F
AL,TBA,ANA,3,1,ANA,TBA,0,2,2,0,0,rojaj002,L,yarbr001,L,mejif001,,,,T,5,9,21,T,T,2,F,F,0,G,2,0,0,0,0,F,F
AL,TBA,ANA,3,1,ANA,TBA,0,0,0,0,0,fletd002,R,yarbr001,L,mejif001,,rojaj002,,F,4,1,20,T,T,1,F,F,0,G,1,0,3,0,0,F,F
AL,TBA,ANA,3,1,ANA,TBA,0,0,0,0,0,wardt002,R,yarbr001,L,mejif001,fletd002,,rojaj002,F,9,2,2,T,F,0,T,F,1,G,0,2,0,3,0,F,F
AL,TBA,ANA,3,1,ANA,TBA,1,3,0,0,0,troum001,R,yarbr001,L,mejif001,,fletd002,rojaj002,F,8,3,15,T,F,0,F,F,0,,1,0,2,3,0,F,F
AL,TBA,ANA,3,1,ANA,TBA,1,3,0,0,0,walsj001,L,yarbr001,L,mejif001,troum001,fletd002,rojaj002,F,3,4,14,T,F,0,F,F,0,,1,2,3,4,1,F,F
AL,TBA,ANA,3,1,ANA,TBA,1,2,2,0,1,iglej001,R,yarbr001,L,mejif001,walsj001,troum001,fletd002,F,6,5,3,T,T,0,F,F,1,,0,1,2,3,0,F,F
AL,TBA,ANA,3,1,ANA,TBA,2,2,2,0,1,gossp001,R,yarbr001,L,mejif001,walsj001,troum001,fletd002,F,10,6,2,T,T,0,F,F,1,G,1,0,2,3,0,F,F
AL,TBA,ANA,4,0,TBA,ANA,0,0,0,0,1,kierk001,L,ohtas001,R,suzuk001,,,,T,8,5,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TBA,ANA,4,0,TBA,ANA,1,1,2,0,1,mejif001,L,ohtas001,R,suzuk001,,,,F,2,6,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,4,0,TBA,ANA,2,3,0,0,1,tsuty001,L,ohtas001,R,suzuk001,,,,F,3,7,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TBA,ANA,4,0,TBA,ANA,2,1,2,0,1,philb002,L,ohtas001,R,suzuk001,tsuty001,,,F,9,8,9,F,F,0,F,F,0,,0,2,0,0,0,F,F
AL,TBA,ANA,4,0,TBA,ANA,2,2,2,0,1,philb002,L,ohtas001,R,suzuk001,,tsuty001,,F,9,8,3,T,T,0,F,F,1,,0,0,2,0,0,F,F
AL,TBA,ANA,4,1,ANA,TBA,0,1,0,0,1,lagaj001,R,yarbr001,L,mejif001,,,,T,7,7,20,T,T,1,F,F,0,L,1,0,0,0,0,F,F
AL,TBA,ANA,4,1,ANA,TBA,0,1,1,0,1,suzuk001,R,yarbr001,L,mejif001,lagaj001,,,F,2,8,16,T,F,0,F,F,0,,1,2,0,0,0,F,F
AL,TBA,ANA,4,1,ANA,TBA,0,2,2,0,1,rojaj002,L,yarbr001,L,mejif001,suzuk001,lagaj001,,F,5,9,3,T,T,0,F,F,1,,0,1,2,0,0,F,F
AL,TBA,ANA,4,1,ANA,TBA,1,0,0,0,1,fletd002,R,yarbr001,L,mejif001,suzuk001,lagaj001,,F,4,1,2,T,T,0,F,F,2,L,0,1,0,0,0,F,F
AL,TBA,ANA,5,0,TBA,ANA,0,2,2,0,1,adamw002,R,ohtas001,R,suzuk001,,,,T,6,9,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,5,0,TBA,ANA,1,0,2,0,1,loweb001,L,ohtas001,R,suzuk001,,,,F,4,1,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,5,0,TBA,ANA,2,0,1,0,1,meada001,L,ohtas001,R,suzuk001,,,,F,7,2,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TBA,ANA,5,1,ANA,TBA,0,0,1,0,1,wardt002,R,yarbr001,L,mejif001,,,,T,9,2,2,T,T,0,F,F,1,L,0,0,0,0,0,F,F
AL,TBA,ANA,5,1,ANA,TBA,1,1,2,0,1,troum001,R,yarbr001,L,mejif001,,,,F,8,3,16,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TBA,ANA,5,1,ANA,TBA,1,1,2,0,1,walsj001,L,yarbr001,L,mejif001,troum001,,,F,3,4,3,T,T,0,F,F,1,,0,1,0,0,0,F,F
AL,TBA,ANA,5,1,ANA,TBA,2,3,1,0,1,iglej001,R,yarbr001,L,mejif001,troum001,,,F,6,5,2,T,T,0,F,F,1,L,0,1,0,0,0,F,F
AL,TBA,ANA,6,0,TBA,ANA,0,3,1,0,1,diazy001,R,ohtas001,R,suzuk001,,,,T,10,3,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TBA,ANA,6,0,TBA,ANA,0,3,0,0,1,wendj002,L,ohtas001,R,suzuk001,diazy001,,,F,5,4,14,T,F,0,F,F,0,,1,2,0,0,0,F,F
AL,TBA,ANA,6,0,TBA,ANA,0,0,1,0,1,kierk001,L,rodrc002,R,suzuk001,wendj002,diazy001,,F,8,5,2,T,T,0,F,F,1,G,1,0,3,0,0,F,F
AL,TBA,ANA,6,0,TBA,ANA,1,0,2,0,1,mejif001,L,rodrc002,R,suzuk001,kierk001,,diazy001,F,2,6,16,T,F,0,F,F,0,,1,2,0,3,0,F,F
